budget,genres,revenue,release_date,vote_average
0,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",6000000.0,1981-02-13,7.2
150000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",0.0,1976-11-05,7.1
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0.0,1987-10-02,6.8
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1543112.0,1992-05-08,6.7
4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12121618.0,1971-07-02,6.5
1600000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4420000.0,1974-04-07,7.5
3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0.0,1981-03-19,6.3
5500000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",24000000.0,1978-03-10,6.2
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,1973-10-16,6.7
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0.0,1981-08-19,7.3
3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",29800000.0,1973-12-05,7.5
1821052,"[{'id': 18, 'name': 'Drama'}]",1300000.0,1951-06-29,7.9
0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",0.0,1962-05-24,7.5
3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",12800000.0,1974-04-05,6.4
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0.0,1932-10-21,7.3
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",11000000.0,1986-05-30,7.1
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0.0,1973-10-15,7.5
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",45100.0,1925-12-24,7.6
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20627372.0,2000-06-16,5.4
46000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",107196498.0,2000-06-15,5.5
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",36754634.0,2000-06-16,6.3
3000000,"[{'id': 18, 'name': 'Drama'}]",6000000.0,1999-09-24,7.2
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,1999-09-05,6.7
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0.0,1999-08-13,5.8
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",0.0,1999-05-19,7.3
0,[],0.0,,2.0
45000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",224834564.0,2000-06-21,6.5
51000000,"[{'id': 35, 'name': 'Comedy'}]",149270999.0,2000-06-22,6.1
110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",215294342.0,2000-06-28,6.8
76000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",35134820.0,2000-06-30,3.9
120000000,"[{'id': 18, 'name': 'Drama'}]",325756637.0,2000-03-15,6.2
15000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0,2000-05-14,6.5
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",0.0,1972-11-17,5.9
0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1919653.0,1989-11-10,5.0
0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",0.0,1947-09-27,6.2
600000,"[{'id': 35, 'name': 'Comedy'}]",0.0,1977-08-10,6.4
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0.0,1993-02-05,7.7
0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",0.0,1957-06-28,5.5
0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",20603715.0,1986-02-07,6.4
16400000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",0.0,1991-04-16,5.8
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1293976.0,1990-10-12,6.4
1500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",22812411.0,1984-11-16,5.2
2410000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",10755447.0,1985-03-01,5.0
0,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",6193901.0,1988-01-22,4.8
0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",21700000.0,1974-05-23,6.6
0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12145169.0,1984-08-15,6.0
0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",11000000.0,1973-12-20,6.4
0,"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",0.0,1970-06-02,7.0
2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",26386000.0,1990-03-09,6.1
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1991-10-23,4.7
68,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",0.0,1946-04-26,5.2
2000000,"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",0.0,1948-05-27,6.3
0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",0.0,1987-05-27,5.4
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",0.0,1948-02-03,6.0
0,"[{'id': 878, 'name': 'Science Fiction'}]",0.0,1953-09-04,2.5
0,"[{'id': 878, 'name': 'Science Fiction'}]",0.0,1950-06-02,5.1
2142000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1458000.0,1973-06-14,5.4
1978000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10000000.0,1972-06-08,6.1
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0.0,1998-06-25,6.7
65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",69700000.0,2000-07-07,6.0
19000000,"[{'id': 35, 'name': 'Comedy'}]",278019771.0,2000-07-07,6.0
1200000,"[{'id': 35, 'name': 'Comedy'}]",2600000.0,1999-09-12,6.5
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",0.0,1999-09-13,6.8
0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,1966-12-18,7.3
500000,"[{'id': 18, 'name': 'Drama'}]",0.0,1965-04-20,7.3
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-06-08,5.6
8200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",80035402.0,1984-02-17,6.4
6000000,"[{'id': 37, 'name': 'Western'}]",20400000.0,1946-12-31,6.2
75000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",296339527.0,2000-07-13,6.8
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0.0,2000-01-21,5.7
0,"[{'id': 18, 'name': 'Drama'}]",0.0,1999-05-18,6.6
0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",0.0,1998-11-27,5.8
15000000,"[{'id': 53, 'name': 'Thriller'}]",5217498.0,2000-07-19,4.7
100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",155464351.0,2000-07-21,6.3
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",133949270.0,1999-07-17,6.4
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",0.0,1999-08-17,6.6
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,1959-07-01,7.7
0,"[{'id': 878, 'name': 'Science Fiction'}]",0.0,1992-01-17,5.0
0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",0.0,1972-07-31,5.6
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1979-05-01,5.1
3000000,"[{'id': 18, 'name': 'Drama'}]",0.0,1981-04-10,6.5
7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",0.0,1969-03-18,6.4
3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",16000000.0,1977-07-15,6.3
0,"[{'id': 18, 'name': 'Drama'}]",0.0,1960-12-23,7.6
35000000,"[{'id': 35, 'name': 'Comedy'}]",63710000.0,1991-05-17,6.7
0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,1992-04-24,5.5
107,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",0.0,1980-05-15,7.2
2000000,"[{'id': 35, 'name': 'Comedy'}]",18016290.0,1972-08-06,6.6
0,"[{'id': 18, 'name': 'Drama'}]",0.0,1978-08-02,6.7
3000000,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",20173742.0,1975-06-10,7.5
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",0.0,1985-04-03,7.3
0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",0.0,1996-02-09,5.0
0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0.0,1941-04-03,7.3
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1985-11-23,7.9
0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",0.0,2000-07-26,4.8
84000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",123307945.0,2000-07-27,4.7
0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0.0,1999-03-31,7.1
0,"[{'id': 18, 'name': 'Drama'}]",0.0,1999-05-13,6.9
65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-08-11,5.7
45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",113916474.0,2000-07-30,5.8
95000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",190213455.0,2000-08-04,5.6
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",128884132.0,2000-07-31,6.3
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1998-11-02,1.0
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",0.0,2000-04-04,4.6
1500000,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-08-06,6.0
10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",26330482.0,2000-01-24,6.3
0,"[{'id': 27, 'name': 'Horror'}]",0.0,1963-08-22,6.9
62000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0.0,1962-02-25,4.4
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",0.0,1980-06-11,5.2
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13609396.0,1993-04-02,5.5
4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",5200000.0,1970-06-22,7.2
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7282851.0,1988-07-08,6.3
2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",0.0,1994-05-06,5.6
650000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0.0,1998-07-31,4.9
3500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",4385516.0,1988-06-09,5.9
0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",33461269.0,1990-08-10,5.3
350000,"[{'id': 27, 'name': 'Horror'}]",0.0,1983-11-18,6.1
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",95904091.0,1989-11-15,7.1
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,1956-11-28,6.2
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1983-08-19,6.6
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10752, 'name': 'War'}]",0.0,1975-10-01,5.1
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",3180674.0,1994-10-28,5.2
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,1946-02-06,6.6
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,1969-08-20,5.2
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-07-01,8.7
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-08-04,5.9
0,[],0.0,2000-06-01,1.0
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",0.0,1999-02-10,6.3
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0,1999-09-04,6.5
0,"[{'id': 18, 'name': 'Drama'}]",11532.0,1999-01-27,0.0
40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0.0,2000-08-11,4.9
10000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",0.0,2000-05-17,6.2
0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",0.0,2000-01-25,7.0
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-05-17,5.5
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-08-07,6.2
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",151559.0,2000-01-28,5.4
33000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",104155843.0,2000-08-17,6.0
1000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10037390.0,1999-12-11,5.9
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-08-18,6.5
0,[],0.0,2000-08-18,6.0
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1999-09-11,5.3
12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",78756177.0,1988-12-02,7.1
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",86930411.0,1991-06-28,6.6
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,1940-05-24,4.6
3100000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",20000000.0,1953-04-23,7.3
3000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",0.0,1959-12-22,7.0
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",20666667.0,1965-06-24,6.5
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",0.0,1996-01-01,5.6
0,"[{'id': 27, 'name': 'Horror'}]",0.0,1968-07-20,6.7
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",0.0,1998-12-04,6.7
35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",14296438.0,1984-11-19,4.7
0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",0.0,1956-09-21,5.8
40000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",30199105.0,2000-08-23,5.6
0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",0.0,2000-01-26,0.0
0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",0.0,2000-08-25,6.0
28000000,"[{'id': 35, 'name': 'Comedy'}]",90449929.0,2000-08-25,5.8
0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0.0,2000-06-09,0.0
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",0.0,2000-08-21,6.4
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-01-24,5.7
0,"[{'id': 18, 'name': 'Drama'}]",0.0,2000-08-18,6.2
0,"[{'id': 18, 'name': 'Drama'}]",0.0,1998-01-01,0.0
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-06-06,6.5
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",15843608.0,2000-09-01,4.4
0,[],0.0,2000-09-08,7.5
0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0.0,2000-09-06,5.0
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0.0,2000-02-03,6.1
24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",0.0,2000-09-08,5.9
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",0.0,1999-03-05,6.7
33000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0,2000-09-08,5.0
8500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19125401.0,2000-09-08,6.4
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",47383689.0,2000-09-15,7.4
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0.0,2000-09-14,6.1
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0.0,2000-05-05,4.3
0,"[{'id': 18, 'name': 'Drama'}]",26394.0,2000-01-01,6.1
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",0.0,2000-09-09,5.5
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",0.0,1999-09-04,5.5
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0,2000-01-24,5.2
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",170832.0,1999-06-01,5.0
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",0.0,2000-09-22,5.5
25000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",260562.0,2000-09-24,6.4
0,[],0.0,2000-09-22,5.2
14000000,"[{'id': 27, 'name': 'Horror'}]",38574362.0,2000-09-19,4.4
8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0,2000-09-22,5.5
12800000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",40031879.0,2000-05-17,7.7
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-09-19,6.7
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,2000-09-10,5.8
0,"[{'id': 99, 'name': 'Documentary'}]",0.0,1999-01-01,1.0
1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1744858.0,2000-02-01,6.3
0,"[{'id': 18, 'name': 'Drama'}]",0.0,2000-05-01,6.4
30000000,"[{'id': 18, 'name': 'Drama'}]",136706683.0,2000-09-29,7.4
1000000,"[{'id': 27, 'name': 'Horror'}]",14564027.0,1987-09-11,6.9
3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",12090735.0,1988-12-23,6.3
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",12534961.0,1992-09-11,5.3
0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",810455.0,1993-09-09,6.4
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",0.0,1963-08-07,6.8
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0.0,1964-07-22,6.7
0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0.0,1959-07-01,5.7
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0.0,1964-11-11,6.3
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0.0,1984-10-01,7.4
1580000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",7000000.0,1961-07-12,5.4
5115000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",12000000.0,1966-08-24,6.7
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0.0,1948-06-15,7.4
0,"[{'id': 35, 'name': 'Comedy'}]",0.0,1940-11-29,6.8
