genres,revenue,release_date,vote_average
"[{'id': 18, 'name': 'Drama'}]",3263585.0,1997-05-14,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1845034188.0,1997-11-18,7.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",333011068.0,1997-12-11,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",17626234.0,1997-12-25,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",186883563.0,1998-05-14,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",39673162.0,1997-12-24,7.3
"[{'id': 18, 'name': 'Drama'}]",5684789.0,1997-12-25,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",46189568.0,1998-03-06,7.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2465960.0,1997-12-26,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55494066.0,1998-01-19,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",13035599.0,1998-02-20,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",64256513.0,1997-12-25,6.7
"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",27200316.0,1998-02-27,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",7.0,1997-01-16,4.9
"[{'id': 53, 'name': 'Thriller'}]",19870567.0,1998-01-16,5.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",17460020.0,1998-01-16,6.4
"[{'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",25232289.0,1998-01-16,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",302204.0,1997-08-22,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",310724.0,1997-05-01,7.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",100000000.0,1997-12-19,4.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",11203026.0,1998-01-30,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",19204929.0,1998-02-06,6.0
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",91549.0,1997-04-30,5.7
"[{'id': 10402, 'name': 'Music'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",14051384.0,1998-02-05,5.2
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",123306987.0,1998-02-13,6.5
"[{'id': 878, 'name': 'Science Fiction'}]",13100000.0,1998-02-13,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",314178011.0,1997-12-19,7.2
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2554476.0,1990-07-18,6.5
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",102367405.0,1998-03-06,6.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",76447420.0,1998-03-06,6.3
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",76000000.0,1998-03-26,5.9
"[{'id': 53, 'name': 'Thriller'}]",67200000.0,1998-03-20,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",168462.0,1997-08-30,7.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1081957.0,1998-03-26,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2057193.0,1997-09-07,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",46905889.0,1998-04-17,5.6
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4562146.0,1998-03-27,4.1
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",271375.0,1998-01-01,5.5
"[{'id': 99, 'name': 'Documentary'}]",720074.0,1997-09-06,6.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",136159423.0,1998-04-03,5.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",13835130.0,1997-09-08,7.1
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",198685114.0,1998-04-10,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7985929.0,1998-04-10,5.1
"[{'id': 18, 'name': 'Drama'}]",21567853.0,1998-05-01,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1535558.0,1997-10-28,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1980338.0,1998-01-30,6.0
"[{'id': 35, 'name': 'Comedy'}]",45779.0,1998-02-20,3.0
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",18814720.0,1997-01-31,6.2
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",19165560.0,1998-04-10,4.5
"[{'id': 35, 'name': 'Comedy'}]",3572443.0,1998-04-17,4.3
"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",425788.0,1997-01-16,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",27007143.0,1998-04-24,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",565592.0,1998-05-01,10.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",14096321.0,1998-05-01,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",140464664.0,1998-05-08,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8026971.0,1998-05-08,5.5
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",38172500.0,1998-05-15,6.9
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",379014294.0,1998-05-20,5.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",29202884.0,1998-05-15,6.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",10680275.0,1998-05-22,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5879254.0,1998-05-22,5.9
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",128038368.0,1998-06-05,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",164000000.0,1998-06-12,5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25605015.0,1998-06-12,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1929168.0,1998-06-12,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",900000.0,1997-08-01,7.8
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",24.0,1996-04-18,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1334786.0,1997-09-07,6.9
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",304320254.0,1998-06-18,7.6
"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",189198313.0,1998-06-19,6.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",294456605.0,1998-06-22,5.4
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",77745568.0,1998-06-26,6.5
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2375097.0,1998-01-20,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",553799566.0,1998-07-01,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",285444603.0,1998-07-10,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",54682547.0,1998-07-10,6.2
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3221152.0,1998-07-10,7.1
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",369884651.0,1998-07-15,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",4358000.0,1929-02-08,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2594000.0,1932-05-25,6.5
"[{'id': 18, 'name': 'Drama'}]",7630000.0,1933-02-08,4.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",4460000.0,1935-11-08,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7433101.0,1938-08-23,7.2
"[{'id': 18, 'name': 'Drama'}]",6000000.0,1941-10-28,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",13500000.0,1942-06-04,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",16300000.0,1944-05-15,6.9
"[{'id': 18, 'name': 'Drama'}]",11000000.0,1945-11-25,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",23650000.0,1946-12-25,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7800000.0,1947-11-11,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",36000000.0,1952-01-10,6.6
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",30500000.0,1953-08-28,7.2
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9600000.0,1954-06-22,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3000000.0,1955-04-11,7.2
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",43656822.0,1961-10-18,7.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",37600000.0,1963-10-06,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",28350000.0,1966-12-12,7.5
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",27379978.0,1967-08-02,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",37402877.0,1968-09-26,7.0
"[{'id': 18, 'name': 'Drama'}]",44785053.0,1969-05-25,7.4
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",41158757.0,1971-10-09,7.4
"[{'id': 18, 'name': 'Drama'}]",117235147.0,1976-11-21,7.5
"[{'id': 18, 'name': 'Drama'}]",106260000.0,1979-12-18,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",58972904.0,1981-05-15,6.9
"[{'id': 18, 'name': 'Drama'}]",128499205.0,1985-12-20,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",43984230.0,1987-10-21,7.4
"[{'id': 18, 'name': 'Drama'}]",412800000.0,1988-12-11,7.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",145793296.0,1989-12-13,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2300000.0,1984-02-20,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",12729917.0,1986-06-27,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",51525171.0,1985-02-15,7.8
"[{'id': 27, 'name': 'Horror'}]",29999213.0,1985-10-31,5.7
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",44793222.0,1987-02-27,6.5
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",72500000.0,1988-08-19,5.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",22168359.0,1989-08-11,5.5
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",34872033.0,1991-09-05,5.1
"[{'id': 27, 'name': 'Horror'}]",59754601.0,1980-05-09,6.4
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21722776.0,1981-05-01,6.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",36690067.0,1982-08-13,5.7
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",32980880.0,1984-04-13,5.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21930418.0,1985-03-22,5.1
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",19472057.0,1986-08-01,5.7
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",19170001.0,1988-05-13,5.3
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",14000000.0,1989-07-28,4.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",70000000.0,1978-10-25,7.4
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",25533818.0,1981-10-30,6.4
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",14400000.0,1982-10-22,5.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",17768757.0,1988-10-21,5.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11642254.0,1989-10-12,5.3
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",14796236.0,1980-07-18,6.0
"[{'id': 27, 'name': 'Horror'}]",2683519.0,1987-11-13,6.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",44196684.0,1988-11-08,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",35763605.0,1990-11-09,5.8
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",20560255.0,1991-08-30,5.5
"[{'id': 27, 'name': 'Horror'}]",122200000.0,1982-06-04,7.1
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",40996665.0,1986-05-23,5.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",14144000.0,1988-06-10,4.6
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",441306145.0,1973-12-26,7.5
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",30749142.0,1977-06-17,4.5
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",39024251.0,1990-08-17,6.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",120207127.0,1987-03-06,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",227853986.0,1989-07-07,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",321731527.0,1992-05-15,6.4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",153083102.0,1984-06-07,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",41482207.0,1990-06-15,6.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",61503218.0,1985-06-06,7.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",250288523.0,1998-07-16,6.3
"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3600000.0,1973-04-19,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",650422.0,1927-01-10,8.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",332000000.0,1989-11-20,7.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",244527583.0,1990-05-25,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",84563118.0,1972-12-01,7.3
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",267447150.0,1942-08-14,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",271841.0,1954-04-26,8.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",34670720.0,1988-12-16,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",30925690.0,1984-12-14,6.5
"[{'id': 18, 'name': 'Drama'}]",8373585.0,1988-08-12,7.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",136766062.0,1990-12-24,7.1
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1277401.0,1991-10-04,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1060056.0,1997-09-27,7.0
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",17507368.0,1998-07-24,5.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",19000000.0,1998-07-24,5.4
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",481840909.0,1998-07-24,7.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2020700.0,1998-07-24,5.2
"[{'id': 16, 'name': 'Animation'}]",21288692.0,1985-07-24,6.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",35841901.0,1979-12-18,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",8153677.0,1989-08-18,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",45610410.0,1994-03-25,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",12890752.0,1993-03-12,6.3
"[{'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",18564613.0,1986-07-30,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",38625550.0,1986-07-02,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",39514713.0,1993-07-16,6.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",58662452.0,1992-07-16,4.8
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",222724172.0,1989-06-22,6.1
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",44547681.0,1998-07-29,6.8
"[{'id': 35, 'name': 'Comedy'}]",7027290.0,1998-07-28,5.9
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",6706368.0,1989-09-01,7.4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10631333.0,1985-03-01,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",111858363.0,1965-12-22,7.4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4971340.0,1982-12-17,7.3
"[{'id': 18, 'name': 'Drama'}]",7218340.0,1985-12-20,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",36602000.0,1989-02-17,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8551228.0,1986-08-01,7.7
"[{'id': 12, 'name': 'Adventure'}]",2135577.0,1985-09-25,6.4
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",205843612.0,1967-10-17,7.1
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",93600000.0,1955-06-16,6.9
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",222300000.0,1989-11-17,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",50752337.0,1992-10-01,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",27281507.0,1992-12-10,7.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",215880014.0,1961-01-25,6.8
"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",87404651.0,1953-02-05,7.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",47431461.0,1990-11-16,6.6
"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",71215869.0,1977-06-22,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",16393000.0,1978-03-10,5.6
