budget,genres,revenue,release_date,vote_average,month,year
5000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",328203506.0,1986-09-26,6.3,9,1986
13800000,"[{'id': 18, 'name': 'Drama'}]",52293982.0,1986-10-07,6.7,10,1986
15000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",42724017.0,1986-12-15,6.5,12,1986
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",103166989.0,1999-01-29,5.7,1,1999
7300,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",13674.0,1998-10-16,6.0,10,1998
150000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",83957.0,1960-04-06,7.6,4,1960
90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",161626121.0,1999-02-05,6.7,2,1999
6000000,"[{'id': 35, 'name': 'Comedy'}]",4398989.0,1999-02-05,5.5,2,1999
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",40263020.0,1999-02-12,6.3,2,1999
80000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",118880016.0,1999-02-22,5.9,2,1999
65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",36850101.0,1999-02-11,5.1,2,1999
3000000,"[{'id': 35, 'name': 'Comedy'}]",3076820.0,1999-01-30,5.9,1,1999
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",12827813.0,1999-02-19,7.4,2,1999
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6852450.0,1999-02-26,6.1,2,1999
40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",96618699.0,1999-02-26,6.1,2,1999
11500000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",57469467.0,1989-04-21,6.4,4,1989
8000000,"[{'id': 27, 'name': 'Horror'}]",17092453.0,1992-08-28,5.0,8,1992
900000,"[{'id': 27, 'name': 'Horror'}]",6980986.0,1993-01-29,4.5,1,1993
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",100489151.0,1970-03-05,6.2,3,1970
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",47000000.0,1974-10-18,5.5,10,1974
6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30000000.0,1977-03-11,5.8,3,1977
14000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",116000000.0,1974-12-14,7.1,12,1974
9000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",25000000.0,1976-06-23,6.6,6,1976
5800000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",33395426.0,1968-02-07,7.5,2,1968
3000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",18999718.0,1970-05-01,6.2,5,1970
1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8844595.0,1973-06-15,5.5,6,1973
1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",9700000.0,1972-06-29,6.1,6,1972
2500000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",12348905.0,1971-05-20,6.3,5,1971
7000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",79666653.0,1974-11-15,5.6,11,1974
14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13015688.0,1979-08-17,4.7,8,1979
80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",176885658.0,1999-03-05,6.4,3,1999
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15156200.0,1999-03-12,6.1,3,1999
10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",75902208.0,1999-03-05,6.6,3,1999
1350000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",3897569.0,1998-03-05,7.5,3,1998
38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",28121100.0,1999-03-12,6.0,3,1999
21000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",17762705.0,1999-03-11,5.1,3,1999
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8038508.0,1988-09-23,7.0,9,1988
75000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",93888180.0,1999-03-12,5.1,3,1999
25000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",12000000.0,1999-03-19,5.0,3,1999
4550000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",21300000.0,1956-06-29,7.3,6,1956
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",13260050.0,1999-03-26,4.1,3,1999
63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",463517383.0,1999-03-30,7.9,3,1999
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",53478166.0,1999-03-30,7.3,3,1999
75000000,"[{'id': 35, 'name': 'Comedy'}]",29000000.0,1999-04-02,5.1,4,1999
6000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",48482.0,1998-09-12,7.2,9,1998
6500000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",28451622.0,1999-04-09,7.0,4,1999
25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",84565230.0,1999-04-09,5.8,4,1999
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",8359717.0,1992-01-15,6.2,1,1992
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10920544.0,1999-01-22,6.2,1,1999
80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",73345029.0,1999-04-16,6.4,4,1999
2900000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",368234.0,1997-12-19,7.4,12,1997
1,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",100.0,1999-04-23,4.9,4,1999
15000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",2856712.0,1999-04-14,6.7,4,1999
66000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",212404396.0,1999-04-29,6.0,4,1999
25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4152230.0,1999-04-30,6.1,4,1999
1453000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5638000.0,1945-09-24,7.4,9,1945
3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",14418922.0,1984-11-16,6.1,11,1984
47000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",103738726.0,1990-06-15,5.9,6,1990
80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",415885488.0,1999-04-16,6.6,4,1999
786675,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",861789.0,1997-04-10,7.4,4,1997
1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",870751.0,1998-05-14,5.7,5,1998
115000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",924317558.0,1999-05-19,6.4,5,1999
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",300218018.0,1978-12-13,6.9,12,1978
54000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",190458706.0,1980-12-04,6.5,12,1980
39000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",75850624.0,1983-06-17,5.3,6,1983
17000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",19300000.0,1987-07-23,4.1,7,1987
355000,"[{'id': 27, 'name': 'Horror'}]",1012189.0,1931-02-12,7.2,2,1931
291000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",12000000.0,1931-11-21,7.3,11,1931
1200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",112892319.0,1975-08-14,7.4,8,1975
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2091037.0,1982-12-10,6.0,12,1982
2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000000.0,1953-08-13,6.8,8,1953
42000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",363889678.0,1999-05-13,7.0,5,1999
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",18564088.0,1999-04-16,6.8,4,1999
8000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997807.0,1999-06-04,7.0,6,1999
33000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",310940086.0,1999-06-08,6.1,6,1999
18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",9495408.0,1998-09-10,7.2,9,1998
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",448000000.0,1999-06-18,7.1,6,1999
60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",149705852.0,1999-06-18,6.1,6,1999
14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",18535191.0,1999-04-15,6.3,4,1999
1530000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7267585.0,1998-08-20,7.2,8,1998
34200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",234801895.0,1999-06-25,6.2,6,1999
12500000,"[{'id': 35, 'name': 'Comedy'}]",78599508.0,1998-04-15,7.7,4,1998
31000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",53208180.0,1990-08-09,6.2,8,1990
170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",222104681.0,1999-06-29,5.1,6,1999
11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",235483004.0,1999-07-09,6.4,7,1999
24000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",16290976.0,1999-07-14,5.8,7,1999
60000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",248000000.0,1999-07-14,6.3,7,1999
65000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",162091208.0,1999-07-14,7.1,7,1999
27000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",56870414.0,1999-07-15,5.5,7,1999
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25059640.0,1999-07-16,7.1,7,1999
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",295212467.0,1984-06-07,7.3,6,1984
37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",215394738.0,1989-06-15,6.3,6,1989
10000000,"[{'id': 35, 'name': 'Comedy'}]",10571408.0,1999-07-23,6.5,7,1999
80000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",91188905.0,1999-07-23,5.2,7,1999
450000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2049595.0,1999-07-23,6.7,7,1999
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",73648228.0,1999-07-28,5.6,7,1999
68000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",29762011.0,1999-08-06,5.7,8,1999
70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",309457509.0,1999-07-30,5.8,7,1999
12000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",60000000.0,1960-10-06,7.3,10,1960
2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9250000.0,1962-06-13,7.3,6,1962
11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",20000000.0,1975-12-18,7.7,12,1975
1884000,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1883811.0,1988-08-05,6.0,8,1988
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",79817939.0,1986-12-12,5.6,12,1986
15000000,"[{'id': 18, 'name': 'Drama'}]",146292009.0,1985-12-18,7.7,12,1985
24500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",17218023.0,1986-09-29,7.1,9,1986
25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",38748395.0,1986-12-19,6.7,12,1986
13000000,"[{'id': 35, 'name': 'Comedy'}]",27500000.0,1999-08-04,5.7,8,1999
70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",23159305.0,1999-08-06,7.6,8,1999
40000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",672806292.0,1999-08-06,7.7,8,1999
48000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",124305181.0,1999-08-06,6.7,8,1999
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13000000.0,1999-08-13,6.2,8,1999
6500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",4217115.0,1999-08-13,6.7,8,1999
6400000,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",6.0,1995-10-20,4.7,10,1995
350000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1499275.0,1963-01-25,6.3,1,1963
200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2000000.0,1961-08-12,6.9,8,1961
6800000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",26518355.0,1978-06-09,6.1,6,1978
3500000,"[{'id': 35, 'name': 'Comedy'}]",83453539.0,1980-07-02,7.1,7,1980
22000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",26570463.0,1997-12-25,5.3,12,1997
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",61399552.0,1983-07-28,7.1,7,1983
18000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",151668774.0,1988-06-03,6.9,6,1988
45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",195268056.0,1993-12-16,6.3,12,1993
13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",8946237.0,1999-08-11,5.3,8,1999
45000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10667893.0,1999-08-05,4.2,8,1999
7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",14011454.0,1999-08-25,6.3,8,1999
160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",61698899.0,1999-08-27,6.4,8,1999
75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",19598588.0,1999-08-26,5.5,8,1999
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",11263966.0,1999-09-01,5.3,9,1999
7000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7292175.0,1999-08-16,5.6,8,1999
29000000,"[{'id': 27, 'name': 'Horror'}]",50041732.0,1999-09-10,6.0,9,1999
12000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",21133087.0,1999-09-10,6.5,9,1999
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]",21821347.0,1984-09-14,6.2,9,1984
15000000,"[{'id': 18, 'name': 'Drama'}]",356296601.0,1999-09-15,7.9,9,1999
1200000,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",4978922.0,1984-11-16,8.7,11,1984
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",117758500.0,1999-09-17,6.1,9,1999
17500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",23438120.0,1979-01-21,5.3,1,1979
560000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",12299668.0,1964-07-06,7.3,7,1964
1200000,"[{'id': 18, 'name': 'Drama'}]",14363400.0,1978-05-18,7.5,5,1978
9000000,"[{'id': 27, 'name': 'Horror'}]",24922237.0,1985-08-02,6.9,8,1985
2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",46122355.0,1972-07-30,7.2,7,1972
11000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",34967437.0,1981-04-10,7.1,4,1981
28000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",11373501.0,1994-03-30,6.1,3,1994
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",34251525.0,1975-03-19,6.5,3,1975
70000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",177841558.0,1999-09-24,6.2,9,1999
2600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",614202.0,1999-09-04,5.9,9,1999
8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",22593409.0,1999-10-01,5.8,10,1999
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",8888143.0,1999-10-01,6.0,10,1999
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",108000000.0,1999-09-27,6.6,9,1999
1700000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1943649.0,1999-12-03,5.5,12,1999
15000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",10611160.0,1993-04-23,5.4,4,1993
7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5344577.0,1988-07-29,6.2,7,1988
300000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",11988469.0,1979-03-28,6.5,3,1979
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",34725000.0,1983-06-03,6.0,6,1983
64000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",74608570.0,1999-10-08,5.3,10,1999
2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",11540607.0,1999-09-02,7.2,9,1999
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3193102.0,1999-05-15,6.6,5,1999
6200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",63541777.0,1983-08-05,6.4,8,1983
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",261317921.0,1990-06-01,7.1,6,1990
6000000,"[{'id': 35, 'name': 'Comedy'}]",70136369.0,1986-06-11,7.5,6,1986
6000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1317657.0,1982-12-17,6.8,12,1982
5500000,"[{'id': 37, 'name': 'Western'}]",15700000.0,1973-04-19,7.4,4,1973
1800000,"[{'id': 37, 'name': 'Western'}]",6800000.0,1968-07-31,6.7,7,1968
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",40382659.0,1981-12-25,7.1,12,1981
1250000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8500000.0,1953-01-26,6.7,1,1953
6000000,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",36800000.0,1958-03-18,6.3,3,1958
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",92921203.0,1983-04-14,6.1,4,1983
5400000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",45300000.0,1967-06-15,7.5,6,1967
2500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",124881062.0,1964-09-17,7.2,9,1964
2000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",78898765.0,1963-10-11,6.9,10,1963
950000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",59600000.0,1962-10-04,6.9,10,1962
